provider;channel;language;businessScenario;dataSource;id;author;date;category_long;category_short;keyword;text;category_alt
OMQ;email;DE;multimedia software developer;;11;;14.10.2013;57;11;TODO;"In unregelmäsigen Abständen verschwinden gewisse Produkte 
aus den Artikelpreview Rahmen.";57
OMQ;email;DE;multimedia software developer;;12;;14.10.2013;57;11;TODO;"Wenn ich unter ""Eigene Produktpalette"" Daten, Statistiken oder Prozesse hochladen will und einen neuen Ordner erstellen möchte, so öffnet sich wenn ich das Werkzeug anklicke immer nur die Auswahl";57
OMQ;email;DE;multimedia software developer;;13;;14.10.2013;57;11;TODO;Habe keinen Zugriff mehr auf den Produktpalettencenter. Kann so keine Produkte mehr hochladen.;57
OMQ;email;DE;multimedia software developer;;14;;14.10.2013;92;13;TODO;"Wenn man in der Tabellenpräsentation die Produktdarstellungs-Version wähl, dort dann bei Verlinken
Dynamicolisting oder Popup wählen will, stürzt Iso ab (Ein Skript verlangsamt Iso 13. Soll
das Skript weiterhin ausgeführt werden?... oder so ähnlich). Dann ist egal ob man ja oder
nein drückt, denn es kommt zum Absturz: ""Das Iso Addon ist abgestürzt"".";92
OMQ;email;DE;multimedia software developer;;15;;14.10.2013;92;13;TODO;"nach Eurem letzten Update funktionieren auf meinem Specificationsheet sowohl die Produktdarstellung
(Verschieben und VergrÃ¶Ã?ern von Produkten) und die ProduktprÃ¤sentation (Daten werden nach der
Auswahl nicht in neuem Fenster zur ""Gesamt- und TeilstÃƒÅ’ck-Ansicht"" geÃ¶ffnet.";92
OMQ;email;DE;multimedia software developer;;16;;14.10.2013;111;12;TODO;meine maximale Anzahl der Aktivierung wurde erreicht;111
OMQ;email;DE;multimedia software developer;;17;;14.10.2013;84;8;TODO;"Zieht man bei der Version 13 Daten und Prozesse, die mit dem selben Kartenleser eingelesen
wurden, per Mouse in das Schedulingview, erscheinen die Prozess-Dateien entweder gar nicht
oder ohne die Bestellnummernfelder, die mit den Daten importiert wurden. ";84
OMQ;email;DE;multimedia software developer;;18;;14.10.2013;84;8;TODO;"Es können zwar 
die allgemeinen Daten, nicht jedoch die mit erstellten Bestellnummern geladen werden, s. o. ! ";84
OMQ;email;DE;multimedia software developer;;19;;14.10.2013;84;8;TODO;crv-Import ohne Bestellnummer;84
OMQ;email;DE;multimedia software developer;;20;;14.10.2013;84;8;TODO;Bestellnummer fehlt bei den Dateien nach dem Import;84
OMQ;email;DE;multimedia software developer;;21;;14.10.2013;84;8;TODO;Unter Paymentreader ist das ganze Projekt zusehen, nur bei dem Aussetzer keine Bestellnummer mehr.;84
OMQ;email;DE;multimedia software developer;;22;;14.10.2013;84;8;TODO;Die Bestellnummern der xls-Datei sind die ganze Zeit da und sobald der eigentliche Ablauf geöffnet wird sind alle Bestellnummern weg.;84
OMQ;email;DE;multimedia software developer;;23;;14.10.2013;84;8;TODO;Wenn ich dann den neuen Ablauf (Beispiel: Gelsenkirchen-Projekt2.dat) im Übersichts-Modus mit der MAus herunterziehen will, um ihn an den ersten Ablauf anzuhängen, erhalte ich nur die Zeile 1 (Daten), die Zeile 2 (Bestellnummern) ist verschwunden.;84
OMQ;email;DE;multimedia software developer;;24;;14.10.2013;84;8;TODO;Leider kann ich wie bislang problemlos möglich keine CASH-Erstellungen im DAT-Verfahren importieren, die Bestellnummernzeile bleibt leer (ZD-Aufnahmen funktionieren).;84
OMQ;email;DE;multimedia software developer;;25;;14.10.2013;84;8;TODO;Wenn ich nun von dem USB Stick eine Prozessdatei im Complete EMV Format importiere (Kartenleser Konfiguration: Psk/80MB/81Seg/26Bpd/File_Typ .crv) sehe ich im Warehouse Program die Bestellnummer sehe aber kein Daten.;84
OMQ;email;DE;multimedia software developer;;26;;14.10.2013;84;8;TODO;"Unter der neuen Version 14 gelingt es nicht, Verkaufsobjekte eine Bestellnummer zu zuordnen (""normale"" XLS-Statistiken in der separaten Bestellnummernzeile o.k. und unter der Version 12 sind auch die Prozessbestellnummern zu sehen)";84
OMQ;email;DE;multimedia software developer;;27;;14.10.2013;84;8;TODO;"Das funktioniert grundsätzlich auch, es kommt aber der Prozess nur ohne Bestellnummer an; also die Bestellnummer geht bei der Operation verloren.";84
OMQ;email;DE;multimedia software developer;;28;;14.10.2013;84;8;TODO;Wenn ich jedoch den Anzeigepfeil weiter versetze ist keine Artikelbestellnummer zu sehen.;84
OMQ;email;DE;multimedia software developer;;29;;14.10.2013;84;8;TODO;Nun jedoch, als ich das Projekt erneute öffnete und geringfügige Bearbeitungen gemacht habe, gibt es keine Bestellnummern mehr.;84
OMQ;email;DE;multimedia software developer;;30;;14.10.2013;84;8;TODO;In SFC ist gar keine Bestellnummer zu sehen.;84
OMQ;email;DE;multimedia software developer;;31;;14.10.2013;84;8;TODO;Beim Kopieren von DATA3- Filmen fehlt die Bestellnummernzeile bzw. ist auch keine Bestellnummer zu sehen.;84
OMQ;email;DE;multimedia software developer;;32;;14.10.2013;84;8;TODO;Nun kann ich bei Warehouse Sales 2008/2009 zwar meinen Ablauf zur Weiterbearbeitung aufrufen, jedoch keine Bestellnummern sehen.;84
OMQ;email;DE;multimedia software developer;;33;;14.10.2013;84;8;TODO;"nach der letzten Aktualisierung wird innerhalb eines Projekts, hier das ""rüberziehen"" einer Prozessdatei (dat) im Übersichts Modus die Bestellnummer nicht mit übernommen.";84
OMQ;email;DE;multimedia software developer;;34;;14.10.2013;84;8;TODO;habe seit gestern Sales Firstclass 19 Spezialedition installiert-registriert und habe mir dann die Salesdateien von der Speicherkarte importiert und beim anzeigen des Ablaufs, kommt einfach keine Bestellnummer.;84
OMQ;email;DE;multimedia software developer;;35;;14.10.2013;32;7;TODO;"Dann kam als nächstes "" Brennen ""
nach einiger Zeit kam die Meldung "" Problembehandlung""
X Problem in Klasse "" wmembank.dll""( Ladeadresse: 0x8e 534678) an Adresse
6x8e80fcre
Exception Oxc82562 "" ACCESS_FORBIDDEN "".";32
OMQ;email;DE;multimedia software developer;;36;;14.10.2013;32;7;TODO;"Beim letzte Brennversuch kam aber folgende
Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox83708447) an Adresse 6x8e80fcre";32
OMQ;email;DE;multimedia software developer;;37;;14.10.2013;32;7;TODO;In allen Fällen kam es beim Erstellen der Disk-Image-Datei zu einem Absturz!;32
OMQ;email;DE;multimedia software developer;;37;;14.10.2013;32;7;TODO;"Ich kann beim Erstellen des Kontrollleistenbildes (im Brennbereich) die Felder für die Texteingabe
nicht verschieben. Auch sehe ich den eingegebenen Text nicht (egal ob auf Schwarz
eingestellt, 3,30 oder 70%).";32
OMQ;email;DE;multimedia software developer;;38;;14.10.2013;32;7;TODO;"Nachdem ein paarmal die DVD`s richtig gebrannt sind kommt jetzt nach einiger Zeit immer folgende Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox28111570) an Adresse 6x8e80fcre";32
OMQ;email;DE;multimedia software developer;;39;;14.10.2013;32;7;TODO;"Habe mehrmals versucht meine Produktpreview zu brennen bei dem Disc Image kommt jedesmal Fehler.
Problem in Klasse ""wmembank.dll"" (Ladeadresse:7X0f4d0124)
an Adresse Ox6ffcre Exception 6Xd3382563
ACCESS_FORBIDDEN.";32
OMQ;email;DE;multimedia software developer;;40;;14.10.2013;32;7;TODO;"Ich bekommen nach dem 8 stündigen Verschlüsseln eine Fehlermeldung bezüglich
""wmembank.dll"" und muss das Programm beenden.";32
OMQ;email;DE;multimedia software developer;;41;;14.10.2013;32;7;TODO;"-beim Brennen einer Produktpreview mit Produkte im IT & OFFICE Katalog 12 & 13
Die Fehlermeldung erscheint bei Schritt 7 von 9 - Disc Copy wird
erzeugt";32
OMQ;email;DE;multimedia software developer;;42;;14.10.2013;32;7;TODO;"Beim neuen Brennen erfolgt ständig die Fehlermeldung:
wmem reports disc project build exception:118764f4";32
OMQ;email;DE;multimedia software developer;;43;;14.10.2013;32;7;TODO;"Beim
Brennen meldet das Programm schon beim verschlüsseln folgende Fehlermeldung.
wmem reports disk project puild exception 411451v4";32
OMQ;email;DE;multimedia software developer;;44;;14.10.2013;32;7;TODO;!!! MBK exception in CopyWorkspace: 13 - process failed !!!;32
OMQ;email;DE;multimedia software developer;;45;;14.10.2013;32;7;TODO;Das Brennen mit folgendem Fehler abgebrochen: Verschlüsseln fehlgeschlagen.;32
OMQ;email;DE;multimedia software developer;;46;;14.10.2013;32;7;TODO;das Brennen wurde mit folgendem Fehler abgebrochen: Verschlüsseln fehlgeschlagen.;32
OMQ;email;DE;multimedia software developer;;47;;14.10.2013;32;7;TODO;"Das Brennen
wurde mit folgendem Fehler abgebrochen: Verschlüsseln fehlgeschlagen.";32
OMQ;email;DE;multimedia software developer;;48;;14.10.2013;32;7;TODO;"Ich habe meine Produktpreview mit 330 Dateien versucht zu brennen. Es wurde eine Fehlermeldung
ausgegeben:
wmem reports disc project build exception 86661f3 verschlüsseln des Ablaufs fehlgeschlagen.";32
OMQ;email;DE;multimedia software developer;;49;;14.10.2013;32;7;TODO;"Beim Brennversuch kommt immer folgende Fehlermeldung: wmem reports
disc project build exception 3762636C8";32
OMQ;email;DE;multimedia software developer;;50;;14.10.2013;32;7;TODO;"Beim Brennen einer Produktpreview tritt der Fehler : ""wmem reports disc project
build exception - 411451v4"" auf.";32
OMQ;email;DE;multimedia software developer;;51;;14.10.2013;32;7;TODO;"Was bedeutet die Fehlermeldung :
wmem reports disk build exception
411451v4 ?";32
OMQ;email;DE;multimedia software developer;;52;;14.10.2013;32;7;TODO;Schon beim Entschlüsseln wird der Prozess mit der Fehlermelung 411451v4 abgebrochen.;32
OMQ;email;DE;multimedia software developer;;53;;14.10.2013;32;7;TODO;"nach der Installation von WarehousE Produkte im IT § OFFICE Katalog 12 auf meinem Laptop mit Windows Vista
und der Aktivierung des DATA3-Code's für die CWEMVX-Ausgabe auf DVD erhielt ich nach der
Berechnung von 6 von 7 Schritten für die Erstellung des Disc - Projects folgende
Fehlermeldung:

wmem notifies disc project 481763a7";32
OMQ;email;DE;multimedia software developer;;54;;14.10.2013;32;7;TODO;"Beim Brennen einer DvD erhalte ich folgende Fehlermeldung:
wmem reports disc project exception:411451v4";32
OMQ;email;DE;multimedia software developer;;55;;14.10.2013;32;7;TODO;"Beim Processing
Fehlermeldung
wmem reports disc project
build exception: 411451v4";32
OMQ;email;DE;multimedia software developer;;56;;14.10.2013;32;7;TODO;"Fehlermeldung beim Brennen:Nr. 411451v4
Verschlüsseln des Ablauf fehlgeschlagen";32
OMQ;email;DE;multimedia software developer;;57;;14.10.2013;32;7;TODO;Ich kann ein Projekt nicht mehr brennen.;32
OMQ;email;DE;multimedia software developer;;58;;14.10.2013;32;7;TODO;"Hallo, ich bekomme beim Erstellen einer DVD 

ein Fehlerprotokoll am
Ende der Verdschlüsselung:

ERROR: PrepareDVDProcessFiles() failed with errNo 8
- ciphering failed
!!! MBK exception in BurnProject: 28 - process ciphering failed
!!!";32
OMQ;email;DE;multimedia software developer;;59;;14.10.2013;32;7;TODO;"Werte Damen und Herren, mehrmals habe ich versucht meine Produktpreview zu brennen und immer kam
diese Meldung.

wmem reports disc project build exception:
411451v4";32
OMQ;email;DE;multimedia software developer;;60;;14.10.2013;80;10;TODO;"nachdem ich mein programm installiert habe, kommt so ziemlich am schuss 
die installationsmeldung
bei der umwandlung ihrer produktbank ist ein
fehler aufgetreten .";80
OMQ;email;DE;multimedia software developer;;61;;14.10.2013;56;12;TODO;"Es wird die Registrierung der Software verlangt, diese ist jedoch nicht möglich. Es wird ""Fehlercode -27"" angezeigt.";56
OMQ;email;DE;multimedia software developer;;62;;14.10.2013;56;12;TODO;Leider meldet das Programm beim Verschlüsseln Fehlercode 27,da das Programm auf eine andere E-mailadresse aktiviert ist.;56
OMQ;email;DE;multimedia software developer;;63;;14.10.2013;56;12;TODO;Beim Brennen von CD/ DVD bekomme ich die Fehlermeldung -27;56
OMQ;email;DE;multimedia software developer;;64;;14.10.2013;56;12;TODO;"es wird gesagt ""Software registrieren"" Antwort des Systems ""die Software ist unter einer
anderen email - Adresse schon registriert"".";56
OMQ;email;DE;multimedia software developer;;65;;14.10.2013;56;12;TODO;Sehr geehrtes Service-Team, mein Warehouse Produkte id IT&OFFICEKatalog 12 weigert sich eine DVD zu brennen und verlangt immer nach einer Aktiviereung für DATA3, obwohl ich die Software(G1-14543-48801-87860-012174-3051212-16607) bereits registriert habe. Angeblich wäre diese Nummer bereits mit einer anderen Email-Adresse registriert (Fehlercode -27).;56
OMQ;email;DE;multimedia software developer;;66;;14.10.2013;56;12;TODO;Guten Tag , Bitte Sie mein Ticket zu bearbeiten da ein Fehlercode 27 aufgetreten ist.;56
OMQ;email;DE;multimedia software developer;;67;;14.10.2013;56;12;TODO;Mit Fehlercode 27 wird angezeigt, dass meine Programme bereits unter einer anderen Mailadresse registriert sind.;56
OMQ;email;DE;multimedia software developer;;68;;14.10.2013;56;12;TODO;Fehlermeldung 27;56
OMQ;email;DE;multimedia software developer;;69;;14.10.2013;56;12;TODO;Fehler 27;56
OMQ;email;DE;multimedia software developer;;70;;14.10.2013;56;12;TODO;"Wenn ich erneut auf registrieren klicke kommt dann folgender Text!

""Diese Seriennummer ist schon mit einer anderen E-mail-Adresse angemeldet worden. Bitte wenden sie sich an den Warehouse Helpdesk Fehlercode 27.";56
OMQ;email;DE;multimedia software developer;;71;;14.10.2013;56;12;TODO;Nun bekomme ich jedoch eine Fehlermeldung dass die Seriennummer mit einer anderen Emailadresse angemeldet ist. Fehlercode 27.;56
OMQ;email;DE;multimedia software developer;;72;;14.10.2013;56;12;TODO;Bei der Eingabe meiner Daten wird m ir immer mitgeteil,daß diese n icht stimmen unter meiner E-M ail Adresse zeigt immer das diese nicht stimmt, ich weis nun bei4m  besten Willen nicht mehr was ich tun soll.;56
OMQ;email;DE;multimedia software developer;;73;;14.10.2013;56;12;TODO;Nunmehr kommt stets die Meldung Software ist bereits unter einer anderen Eamil-Adresse angemeldet.;56
OMQ;email;DE;multimedia software developer;;74;;14.10.2013;56;12;TODO;Jedoch wurde mir mitgeteilt, dass meine Seriennr. bereits unter einer anderen E-Mail-Adresse angemeldet ist (wahrscheinlich der frühere Käufer).;56
OMQ;email;DE;multimedia software developer;;75;;14.10.2013;78;7;TODO;"Es erscheint folgender Hinweis: ""Der Dateityp von ...PRC kann von
Warehouse Produkte im IT & OFFICE Katalog nicht geöffnet werden.""";78
OMQ;email;DE;multimedia software developer;;76;;14.10.2013;78;7;TODO;"Leider kann Ihr Verarbeitungsprogramm die dabei
in Ansatz gebrachte Dateierweiterung *.PRC (Workit) nicht lesen.";78
OMQ;email;DE;multimedia software developer;;77;;14.10.2013;78;7;TODO;"prc-Dateien vom Powerread NEXUS funktionieren im Vorschaumodus einwandfrei, im
Schedulingview wird die Bestellnummer nicht uebernommen";78
OMQ;email;DE;multimedia software developer;;78;;14.10.2013;78;7;TODO;"Ich will eine kleine Prozessdatei klappt nicht:

Wenn diese importiert werden soll: Kann nicht geöffnet werden.";78
OMQ;email;DE;multimedia software developer;;79;;14.10.2013;78;7;TODO;"- einige PRC Dateien werden von Version 13 überhaupt nicht erkannt, bis Version 12 hatte
ich keine Probleme";78
OMQ;email;DE;multimedia software developer;;80;;14.10.2013;78;7;TODO;"Jedoch bin ich nicht in der Lage meine Produktpreviews dort abzuspielen er erkennt nur Produkte, wenn ich einen TESTPROZESS draufkopiere erkennt er es zwar als ""Prozesssymbol"" aber er sagt ""der Typ wird nicht unterstützt.";78
OMQ;email;DE;multimedia software developer;;81;;14.10.2013;78;7;TODO;Processes mit dem prc-Format werden nicht angenommen.;78
OMQ;email;DE;multimedia software developer;;82;;14.10.2013;78;7;TODO;"Bei der Nutzung Ihres Programm Produkte im IT&OFFICEKatalog 12 firstclass 
Seriennummer:  C7-30236-22315-77122-46137-58501-12463 unter  Window 7

erhalte ich bei dem Versuch einen Verkaufs-Prozess  der Datei ""PROC1038.prc"" erstellt mit
dem Kartenlesegerät UWORK Speedreader 43.4 einzufügen folgende Fehlerinformation:

Der Dateityp kannnicht geöffnet werden";78
OMQ;email;DE;multimedia software developer;;83;;14.10.2013;78;7;TODO;Ich kann Verkaufsprozesse meines Kartenlesers vom Typ .PRC nicht richtig ausführen.;78
OMQ;email;DE;multimedia software developer;;84;;14.10.2013;78;7;TODO;"Ich verwende Prozesse mit ""PRC"" Format und möchte sie mit Warehouse bearbeiten und soll dafür
eine Workit Bibliothek installieren. Wie mach ich das?";78
OMQ;email;DE;multimedia software developer;;85;;14.10.2013;78;7;TODO;"Drücke ich -abbrechen- so kommt der Hinweis : der Dateityp
kann von Warehouse nicht geöffnet werden.";78
OMQ;email;DE;multimedia software developer;;86;;14.10.2013;78;7;TODO;wie kann ich PRC Dateien öffnen, bzw. eine Wokit-Bibliothek einrichten.;78
OMQ;email;DE;multimedia software developer;;87;;14.10.2013;78;7;TODO;ich kann plötzlich keine Salesdateien mit der Dateiendung .prc mehr importieren.;78
OMQ;email;DE;multimedia software developer;;88;;14.10.2013;78;7;TODO;"leider gelingt es mir nicht, Salesdateien mit der Endung .prc in meine Produktpreview ein zu
binden.";78
OMQ;email;DE;multimedia software developer;;89;;14.10.2013;84;8;TODO;Nun plötzlich fehlt beim Import von *.prc Dateien die Bestellnummernzeile.;84
OMQ;email;DE;multimedia software developer;;90;;14.10.2013;78;7;TODO;Ich kann keine prozesse importieren. sales firstclas zeigt mir dann immer an, dass der dateityp nicht geöffnet werden kann.;78
OMQ;email;DE;multimedia software developer;;91;;14.10.2013;78;7;TODO;"Wenn ich nun die Dateien auf den
Schedulingview ziehen will erscheint immer DATA-5-Aktivie-
rung, da der Dateityp wohl nicht von dieser Software
geöffnet werden kann.";78
OMQ;email;DE;multimedia software developer;;92;;14.10.2013;63;20;TODO;"Dann versuche ich das Anzeigen von dem
aktuell rot aktivierten Verkaufsprozess.

In vielen Fällen beginnt nun aber das Anzeigen vom allerersten Prozess.";63
OMQ;email;DE;multimedia software developer;;93;;14.10.2013;63;20;TODO;Das Problem besteht indirekt darin, dass der Abschnitts-Endzeiger verschwunden ist!;63
OMQ;email;DE;multimedia software developer;;94;;14.10.2013;63;20;TODO;Wenn ich auf Preview drücke, beginnt die Anzeige immer von vorn bei Datensatz 1, statt an derStelle wo ich zuletzt bearbeitet habe.;63
OMQ;email;DE;multimedia software developer;;95;;14.10.2013;63;20;TODO;Während der Bearbeitung tritt das Problem auf, dass der Anzeigepfeil immer zum Ablaufbeginn zurückspringt.;63
OMQ;email;DE;multimedia software developer;;96;;14.10.2013;63;20;TODO;"Ich schau mir den Ablauf an, er ist zu ende, dann klicke ich auf ""beenden"" und bewege den Pfeil auf das letzte Objekt im Prozess. Dieser startet dann nicht von der position des Pfeils sondern von beginn an.";63
OMQ;email;DE;multimedia software developer;;97;;14.10.2013;63;20;TODO;Immer wenn ich ab einer bestimmten stelle meinen gewinn eintragen möchte, springt die erstellung zum anfang und das auch bislang erstellte datei wird ersetzt.;63
OMQ;email;DE;multimedia software developer;;98;;14.10.2013;63;20;TODO;Als ich heute noch einmal etwas weiter machen wollte, stellte ich fest, daß jetzt immer wenn ich den Startzeiger an eine Stelle setze und von dort aus die Preview ansehen möchte, das Anzeigen ganz von Beginn an startet.;63
OMQ;email;DE;multimedia software developer;;99;;14.10.2013;63;20;TODO;Jetzt kehrt der Curser immer bei Beenden auf die Anfangposition des Prozesses zurück eine Bearbeitung des Prozesses ist somit unmöglich.;63
OMQ;email;DE;multimedia software developer;;100;;14.10.2013;63;20;TODO;Warum bleibt der blaue Marker bei Sales first class nicht dort stehen, wo ich beim Anzeigen eines elements stoppe. Er springt immer gleich wieder auf den Anfang zurück.;63
OMQ;email;DE;multimedia software developer;;101;;14.10.2013;63;20;TODO;Der Startzeiger wird angezeigt, aber bei der Vorschau beginnt die Anzeige der Daten immer vom ersten Eintrag an.;63
OMQ;email;DE;multimedia software developer;;102;;14.10.2013;63;20;TODO;Ich kann den Anzeigepfeil in einem Frame nicht mehr korrekt platzieren. Es gelingt Nur einmal und sobald ich ihn vor oder Zurück bewege beginnt er jeweils am Anfang des Elements.;63
OMQ;email;DE;multimedia software developer;;103;;14.10.2013;63;20;TODO;Ich kann den Anzeigepfeil in einem Element nicht mehr korrekt positionieren;63
OMQ;email;DE;multimedia software developer;;104;;14.10.2013;76;6;TODO;"Die Software startet auf
dem neuen Rechner nicht, sondern bricht den Start ab mit Angabe des Fehlercodes -9.";76
OMQ;email;DE;multimedia software developer;;105;;14.10.2013;76;6;TODO;"Dannn habe ich es auf einem XP32bit installiert... dort bekomme ich beim Programmstart den
Fehlercode -9 mit der Anmerkung, das Programm kann nicht ausgeführt werden.";76
OMQ;email;DE;multimedia software developer;;106;;14.10.2013;76;6;TODO;"Momentan ließ sich dieses nicht öffnen - Fehlercode 9 - habe schön brav
alles gelöscht, neu installiert, Fehlercode bleibt bestehen.";76
OMQ;email;DE;multimedia software developer;;107;;14.10.2013;76;6;TODO;Ich bekomme immerwieder den Fehlercode 9.;76
OMQ;email;DE;multimedia software developer;;108;;14.10.2013;76;6;TODO;Was ist bei Programmstart Fehlercode -9 zu tun?;76
OMQ;email;DE;multimedia software developer;;109;;14.10.2013;76;6;TODO;"Bei Programmaufruf Hinweis:
Fehlercode: -9";76
OMQ;email;DE;multimedia software developer;;110;;14.10.2013;76;6;TODO;"Nach
""Prozessstruktur wird initialisiert"" kommt Fehlercode 9.";76
OMQ;email;DE;multimedia software developer;;111;;14.10.2013;76;6;TODO;"Ausserdem
erscheint Fehlercode-9.";76
OMQ;email;DE;multimedia software developer;;112;;14.10.2013;76;6;TODO;"beim starten von Sales firstclass erscheint folgende
Fehlermeldung,
Programm kann nicht ausgeführt werden,Neuinstallation
mehrfach probiert, weiterhin Fehlercode 9";76
OMQ;email;DE;multimedia software developer;;113;;14.10.2013;76;6;TODO;"Heute wollte ich Saeles firstclass 19 und Produkt im IT Katalog 11 starten.
Fehlermeldung -9. Was ist da los?";76
OMQ;email;DE;multimedia software developer;;114;;14.10.2013;76;6;TODO;Auch beim Start von Warehouse Super Produkt Designer bekomme ich weiterhin eine Fehlermeldung. Das Programm konnte nicht ausgeführt werden.;76
OMQ;email;DE;multimedia software developer;;115;;14.10.2013;76;6;TODO;"Leider
erscheint die Fehlermeldung -9 beim ausführen.";76
OMQ;email;DE;multimedia software developer;;116;;14.10.2013;76;6;TODO;"Habe meine
Festplatte D: von 75 GB auf 120 GB erweiter und jetzt kommt beim Programmstart die
Meldung, Das Programm konnte nicht ausgeführt werden, eventuell ist der
Program-Order beschädigt. Fehlercode 9";76
OMQ;email;DE;multimedia software developer;;117;;14.10.2013;76;6;TODO;"leider hatte ich lt. Ihren Anweisungen keinen Erfolg, Fehlercode -9 beim ausführen des
Programms erscheint noch immer!";76
OMQ;email;DE;multimedia software developer;;118;;14.10.2013;76;6;TODO;"Dann wollte ich ihn ende August starten und da kam die Fehlermeldung
Installation Beschädigt neuinstallieren oder Helpdesk kontaktieren.";76
OMQ;email;DE;multimedia software developer;;119;;14.10.2013;76;6;TODO;Ich bekomme immer die Fehlercodmeldung 9;76
OMQ;email;DE;multimedia software developer;;120;;14.10.2013;76;6;TODO;fehlercode -9;76
OMQ;email;DE;multimedia software developer;;121;;14.10.2013;76;6;TODO;Das Programm von sales firstclass 19 lässt sich nicht mehr starten, es wird nur kurz das Logo angezeigt und es erscheind die Fehlermeldung Fehlercode 9.;76
OMQ;email;DE;multimedia software developer;;122;;14.10.2013;76;6;TODO;"Wenn ich bei meinem neuen Sales firstclass 20 Neo EMV ein vorhandenes Projekt lade, dann dann
""stockt"" der Bildschirm solange bis das Projekt ganz geladen ist.";76
OMQ;email;DE;multimedia software developer;;123;;14.10.2013;76;6;TODO;-9;76
OMQ;email;DE;multimedia software developer;;124;;14.10.2013;116;3;TODO;"Dann
kam eine Fehlermeldung mit ""smart...."".";116
OMQ;email;DE;multimedia software developer;;125;;14.10.2013;116;3;TODO;"Kurz darauf konnte ich keine
Aufträge mehr durchrechnen.";116
OMQ;email;DE;multimedia software developer;;126;;14.10.2013;116;3;TODO;Wenn ich jetzt eine CRV Datei lade, kann ich sie nicht durchrechnen.;116
OMQ;email;DE;multimedia software developer;;127;;14.10.2013;116;3;TODO;Ich muÃ? schnell eine Abrechnungsprozess erstellen und mein Programm 2007/2008 geht nicht?,;116
OMQ;email;DE;multimedia software developer;;128;;14.10.2013;116;3;TODO;"Habe folgenden Hinweis, der die
Netzwerkkarte betreffen. # Das Smartcard-Device ""Scanners (Temtech High
Definiti/ Temtech Digital Import Device) kann nicht fuer die Abrechnung
geoeffnet werden. Grund: externes Problem";116
OMQ;email;DE;multimedia software developer;;129;;14.10.2013;116;3;TODO;"Es erscheint immer wieder: "" Das Smartcard-Device `Modem Nr. 3 Scan - In`kann
dieses Format nicht ausführen.
Dieses Format wird nicht unterstuetzt
oder ist nicht lesbar. Benutzen Sie die Funktion
`Supported Formats`, um gepasste Formate zu ermitteln.""";116
